,NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)
1626,-200,3.8,699,47,999,53,1413,528,36.2,24.1,1.4235,873
1627,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.6444,915
1628,-200,10,977,149,725,94,1515,1014,20.6,45.5,1.0925,965
1629,-200,5,761,222,1048,126,872,868,5.3,42.3,0.3806,902
1630,-200,2.6,626,-200,1024,-200,1397,639,24.3,49,1.4666,836
1631,-200,-200,-200,65,-200,75,-200,-200,-200,-200,-200,-200
1632,459,14.8,1142,178,724,126,1807,1161,15.6,50.7,0.8947,1315
1633,-200,2.2,598,-200,978,-200,1079,662,9,76.5,0.8828,925
1634,-200,12.2,1056,149,891,133,1648,1268,24.2,28.7,0.8515,1385
1635,-200,3.5,685,119,1176,54,1121,465,23.4,27.1,0.7681,838
1636,-200,15.5,1163,445,548,134,1664,1522,18.8,62.7,1.3506,1332
1637,-200,11.2,1022,424,635,113,1407,1250,17.3,53.9,1.0562,1261
1638,-200,9.5,959,-200,872,-200,1387,796,35.9,20.3,1.1845,1147
1639,-200,23.6,1393,546,484,157,1874,1709,24.6,47.1,1.4378,1409
1640,-200,4.8,755,207,807,143,980,763,8.9,46.1,0.5256,1021
1641,-200,2.3,608,113,873,85,1027,655,10.3,59.4,0.7459,1015
1642,-200,8.1,903,309,790,141,885,798,1.6,37.9,0.2645,938
1643,-200,10.1,983,375,629,232,1244,1121,5.7,72.5,0.6686,1151
1644,-200,17.3,1220,417,533,188,1353,1251,28.4,16,0.6095,1272
1645,-200,11.8,1043,428,617,202,1470,1217,17.6,52.2,1.0396,1203
1646,-200,20.1,1299,581,451,159,1616,1621,13.6,58.9,0.9139,1436
1647,-200,7.8,891,287,874,121,1077,848,13.5,31.8,0.4876,891
1648,-200,1.8,565,-200,1187,-200,1444,473,28.8,49,1.9112,834
1649,-200,7.1,860,287,787,172,993,922,10.6,34.2,0.4375,1009
1650,-200,3.5,681,41,1092,65,1435,765,24.8,37.8,1.1639,807
1651,-200,16.9,1207,645,502,208,1431,1673,6.9,76.9,0.7682,1443
1652,-200,10.2,984,110,838,92,1897,976,26.6,47.6,1.6315,1133
1653,-200,11.6,1037,128,869,119,1567,1217,22,28.6,0.7483,1068
1654,-200,4.3,726,38,921,43,1330,685,19.6,56.1,1.2651,818
1655,-200,3.3,673,102,1033,53,1307,688,18.8,63,1.3582,869
1656,-200,5.1,768,86,1072,76,1538,699,15.7,57.6,1.0195,1090
1657,194,-200,-200,141,-200,117,-200,-200,-200,-200,-200,-200
1658,-200,5.8,802,172,689,117,1282,1090,16,61.9,1.115,1066
1659,-200,7,859,-200,892,-200,1595,754,17.7,54,1.0826,1086
1660,-200,3.5,685,141,903,104,1042,860,5.8,74.4,0.6924,1044
1661,-200,3,651,57,1246,59,1387,470,21.7,42.7,1.0949,852
1662,-200,4.8,756,-200,908,-200,1363,741,15.9,78.1,1.4039,966
1663,-200,12.3,1060,144,748,124,1629,1185,26.9,30.5,1.0671,1041
1664,-200,5.7,796,58,912,64,1454,747,21.1,47.1,1.1641,879
1665,-200,8,899,284,1067,117,1277,939,9.6,83,0.9899,1061
1666,-200,3.3,672,19,941,36,1469,703,27.1,47.4,1.6809,895
1667,-200,9.3,950,434,667,100,1433,1043,14.4,82.7,1.3496,1194
1668,-200,16.6,1197,192,626,120,2023,1356,24.7,47.1,1.44,1274
1669,-200,16.9,1208,231,603,115,1914,1593,25.9,37.4,1.2289,1296
1670,-200,14.7,1140,133,682,129,1746,1020,41.1,16.5,1.2701,1115
1671,-200,3.9,706,34,891,55,1500,1022,25.6,45.8,1.4801,912
1672,,,,,,,,,,,,
1673,-200,12.9,1080,138,772,104,1736,1072,27.2,28.1,0.9989,1259
1674,29,1.3,529,41,1462,69,1101,693,12.2,37.2,0.5277,897
1675,-200,7.9,893,123,1106,112,1463,783,20.8,33.2,0.8061,937
1676,-200,15,1150,547,527,204,1393,1818,14,52,0.8288,1432
1677,-200,12.7,1074,-200,712,-200,1457,1050,18.2,46,0.9538,1105
1678,-200,20.5,1311,707,487,159,1589,1537,6.5,80,0.7789,1411
1679,-200,10.3,989,327,665,88,1343,1204,10.6,79.4,1.0133,1250
1680,-200,2.2,600,-200,985,-200,873,885,4.7,53.1,0.4589,937
1681,-200,19.8,1290,523,510,95,1942,1420,21.8,72.7,1.8789,1472
1682,-200,12.7,1074,708,614,283,1198,1403,2,63.6,0.4564,1263
1683,156,12,1051,180,943,128,1668,1206,21.3,30.8,0.7696,1438
1684,-200,8.3,911,85,857,64,1639,863,18.6,56,1.1865,934
1685,-200,15.7,1171,132,693,103,1933,1068,24.5,39.4,1.1963,1366
1686,-200,12.2,1056,469,582,138,1230,1575,6.4,63.9,0.6192,1256
1687,-200,10.8,1006,102,779,100,1589,1000,24.5,35.7,1.0807,1010
1688,66,2.7,636,57,1290,52,1185,388,17.4,33.9,0.6683,863
1689,-200,6.2,821,-200,900,-200,1302,697,21.5,42.6,1.0798,947
1690,-200,2.2,602,147,925,103,993,928,4,75.2,0.6161,979
1691,51,2.2,601,39,1351,51,1225,439,15.4,43,0.7482,861
1692,-200,13.8,1109,159,1118,135,1436,1292,28.8,21.1,0.8193,1139
1693,-200,-200,-200,58,-200,60,-200,-200,-200,-200,-200,-200
1694,-200,5.1,769,48,882,46,1576,615,36.6,30.8,1.8617,995
1695,-200,5.8,805,43,816,55,1571,759,25.4,55.1,1.7628,918
1696,-200,10.2,984,311,688,90,1539,1082,20.1,66.7,1.5548,1119
1697,-200,9.3,951,223,880,131,1393,1054,25.1,35.7,1.1222,1083
1698,-200,-200,-200,540,-200,170,-200,-200,-200,-200,-200,-200
1699,-200,21.3,1331,531,459,214,1518,1523,20.2,29.3,0.686,1358
1700,-200,2.7,635,19,1006,34,1421,727,26.3,40.9,1.3803,917
1701,-200,4,708,40,972,44,1559,780,21.3,56.7,1.4178,899
1702,-200,8.8,931,118,886,89,1652,971,21.6,46.1,1.1725,1120
1703,-200,26.2,1460,357,494,189,2238,2028,29.4,33.6,1.3526,1480
1704,347,13,1083,116,875,93,1654,955,14.8,39.5,0.6595,1126
1705,-200,8,900,-200,816,-200,1129,1064,8.5,59.7,0.6649,943
1706,-200,2.9,645,-200,954,-200,1399,602,22.5,60.9,1.6424,854
1707,-200,20.3,1306,361,587,189,1934,1886,33.4,26.8,1.3586,1396
1708,-200,9.4,956,216,872,82,1476,826,23.6,43.2,1.2433,990
1709,-200,15,1148,312,585,111,1733,1287,27.2,48.5,1.7172,1261
1710,-200,5.8,803,43,853,60,1507,1066,27.5,34,1.231,962
1711,-200,11.7,1039,500,549,168,1308,1724,14.7,41.2,0.6857,1283
1712,-200,-200,-200,1018,-200,212,-200,-200,-200,-200,-200,-200
1713,-200,4.3,729,-200,920,-200,1389,837,22.9,45.7,1.2621,884
1714,-200,3,652,173,803,101,1256,775,14.4,78,1.2741,1031
1715,-200,5.6,795,315,2327,110,998,822,12.3,35.8,0.5086,919
1716,-200,5.1,768,237,732,140,924,1305,3.6,51.7,0.4123,1080
1717,-200,30.2,1556,310,517,142,2530,1561,22.9,52.4,1.4442,1440
1718,-200,6.7,844,363,784,196,979,987,6.1,39.9,0.3781,1047
1719,-200,14.8,1143,-200,578,-200,1736,1310,26.6,49.3,1.6872,1263
1720,-200,20.5,1310,250,628,200,1891,1385,39.1,16.9,1.1705,1308
1721,-200,10.3,989,-200,775,-200,1506,1303,24,40.8,1.1993,1202
1722,-200,12.1,1055,433,534,158,1458,1293,18.6,49.5,1.052,1202
1723,-200,12.2,1056,-200,645,-200,1716,929,33.8,29.2,1.5143,1125
1724,-200,5.6,792,72,943,72,1595,799,23.5,47.6,1.3611,921
1725,-200,-200,-200,379,-200,143,-200,-200,-200,-200,-200,-200
1726,-200,3.4,677,24,1109,36,1500,554,26.2,43.6,1.4599,880
1727,-200,14.7,1139,-200,876,-200,1756,1001,27.2,28.3,1.0016,1043
1728,-200,-200,-200,233,-200,149,-200,-200,-200,-200,-200,-200
1729,-200,4,710,-200,889,-200,1566,713,25.9,55.1,1.8117,889
1730,325,14.5,1131,180,775,124,1758,1243,14.5,49.7,0.8177,1279
1731,-200,-200,-200,178,-200,134,-200,-200,-200,-200,-200,-200
1732,-200,6.9,855,258,763,98,1279,1039,17.3,53.3,1.0407,1102
1733,-200,11.7,1040,145,767,95,1748,1051,20.3,44.1,1.0392,1108
1734,-200,8.9,935,368,720,211,982,1236,5,37.4,0.329,1057
1735,245,10.4,992,138,942,97,1448,1014,20.9,21.7,0.5295,1185
1736,-200,4.8,755,-200,997,-200,1521,608,15.6,65.8,1.1577,1035
1737,-200,3.8,699,90,1012,54,1339,736,18.8,59.5,1.2758,830
1738,-200,0.8,478,51,2294,39,805,378,11.7,38.1,0.5223,734
1739,-200,14.3,1126,359,606,115,1480,1212,15.4,57.9,1.0068,1202
1740,-200,9.4,956,-200,675,-200,1581,987,25,47.6,1.4872,1052
1741,-200,13,1083,128,685,139,1632,1060,38.9,18,1.2318,1194
1742,-200,7.2,867,-200,834,-200,1314,891,14.8,57.3,0.9603,943
1743,-200,2.9,648,34,1023,55,1338,666,23.3,39.5,1.1176,882
1744,-200,15.9,1178,191,722,89,2060,1367,21.6,61.8,1.5775,1259
1745,-200,7.4,875,261,778,125,1080,1151,8.6,43.6,0.4887,1097
1746,415,14.1,1121,180,771,146,1685,1399,18.5,43,0.9074,1374
1747,-200,19.5,1283,236,671,100,2180,1299,17.1,79.8,1.542,1313
1748,322,11.8,1041,121,821,103,1712,1073,15.5,50.8,0.8881,1312
1749,-200,7.8,890,180,733,51,1525,1323,19.4,75.1,1.6766,1028
1750,-200,7.3,868,255,847,117,1155,864,12.7,51.2,0.7505,927
1751,-200,8.3,911,95,948,99,1545,1062,13.1,64.2,0.9606,1262
1752,-200,24.6,1419,-200,476,-200,1966,1507,28.7,37.3,1.4486,1527
1753,-200,7.5,879,-200,950,-200,1574,685,18.5,45.5,0.9606,1018
1754,-200,3.8,697,243,881,167,1022,688,3.1,83,0.6419,944
1755,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559,1432
1756,-200,15.8,1175,471,474,163,1647,1483,21.1,47.8,1.1813,1422
1757,-200,6.9,852,97,704,85,1639,867,28.1,48,1.7933,1070
1758,-200,13.2,1090,459,553,155,1479,1441,14.3,61.2,0.9941,1295
1759,-200,3.2,662,16,932,24,1590,760,26.4,61.6,2.0931,903
1760,-200,4.9,757,156,672,83,1293,1113,16.1,70,1.2739,1121
1761,-200,3.1,660,173,860,113,1071,526,12.3,56,0.7958,1050
1762,-200,18.1,1244,644,536,212,1454,1715,10.6,55.3,0.7058,1355
1763,-200,4.1,714,56,1163,67,1351,544,19.2,37.9,0.8352,906
1764,-200,10.9,1009,206,639,105,1655,955,25.2,50.1,1.58,1073
1765,,,,,,,,,,,,
1766,-200,6.9,853,-200,1080,-200,1509,666,26,29.4,0.976,892
1767,,,,,,,,,,,,
1768,-200,13.1,1087,163,763,106,1762,1023,34.9,20.5,1.1279,1053
1769,41,2.5,617,34,1236,49,1302,558,14.7,49.9,0.828,909
1770,-200,4.2,721,57,1069,58,1353,785,13.8,51.4,0.8059,918
1771,-200,2,582,107,1081,85,792,377,11.2,33.8,0.449,900
1772,-200,6.5,836,414,728,232,1142,1025,4.6,82,0.6997,1093
1773,-200,5.4,782,-200,958,-200,1395,571,27.3,31,1.111,883
1774,-200,29.8,1546,337,538,223,2199,1919,35.6,20.4,1.1646,1502
1775,-200,4.5,739,-200,870,-200,1025,714,11.6,46.8,0.6397,914
1776,-200,3.6,690,157,1653,80,750,467,14.9,17.1,0.2875,755
1777,-200,7.1,862,93,786,102,1519,1110,25.7,34.8,1.1292,1088
1778,-200,5.6,793,-200,815,-200,1052,862,9.4,42.5,0.5038,989
1779,-200,22.2,1356,-200,525,-200,1795,1712,20.2,53,1.2407,1459
1780,-200,14.6,1137,-200,563,-200,1729,1293,26.3,46,1.5478,1335
1781,-200,18,1241,274,642,171,2024,1784,34.2,30.7,1.6252,1276
1782,-200,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005,1015
1783,-200,6,810,229,677,114,1311,1016,14.5,68.9,1.1298,1107
1784,-200,6.6,837,384,694,208,1199,1062,7.7,67.6,0.7133,1132
1785,-200,14.3,1126,269,725,136,1856,1316,27.1,31.7,1.1147,1128
1786,9,0.7,462,16,1822,25,955,274,13.9,30.9,0.4868,753
1787,-200,11.3,1024,360,708,121,1219,1246,8.1,53.2,0.5746,1095
1788,-200,2,583,89,905,63,1212,624,13.9,79.6,1.2616,951
1789,-200,13.7,1108,178,693,132,1818,1275,34.2,27.2,1.4404,1188
1790,-200,10.3,988,77,728,96,1619,1336,29.2,33.1,1.3202,1111
1791,-200,3.3,673,28,1247,36,1346,430,28.8,22.7,0.8864,924
1792,-200,4.1,719,27,949,49,1466,707,25.8,40.9,1.3377,838
1793,-200,4.2,720,38,1129,55,1511,678,21,51.9,1.2794,825
1794,107,9.7,966,228,897,89,1710,1235,11.3,70.2,0.9401,1314
1795,-200,11.8,1043,-200,643,-200,1747,1079,29.9,39.6,1.6397,1143
1796,-200,2.2,597,-200,1112,-200,1281,613,19.9,62.3,1.4363,819
1797,35,2.2,602,24,1209,40,1321,644,14.7,56.2,0.9341,859
1798,-200,-200,-200,532,-200,184,-200,-200,-200,-200,-200,-200
1799,-200,6.1,816,-200,828,-200,1033,868,8.8,42,0.4773,943
1800,-200,12.7,1074,-200,805,-200,1532,1191,31.9,24.7,1.1477,1219
1801,341,23.1,1381,325,681,173,2103,1905,17.6,46.1,0.921,1898
1802,-200,8.8,932,104,854,86,1693,1048,19.4,54.6,1.2184,1131
1803,-200,5.2,774,206,842,89,1189,841,10.4,77.3,0.9709,988
1804,-200,20.5,1312,765,477,187,1727,1804,16.4,68.2,1.2662,1622
1805,-200,3.6,687,225,1015,123,727,573,1,36.6,0.2456,827
1806,-200,6.9,855,101,803,61,1712,929,33.4,39.9,2.0177,1066
1807,-200,9.4,954,118,865,103,1697,818,29.4,32.9,1.3244,1014
1808,-200,10.5,998,-200,914,-200,1574,800,25.8,26.1,0.854,1075
1809,-200,18.5,1253,173,796,138,1595,1248,32.6,9.3,0.4499,1162
1810,-200,10.2,985,433,629,120,1312,1240,8.5,76.9,0.8557,1181
1811,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,1.1508,1195
1812,-200,5.1,770,212,702,121,1063,1447,2.8,74.1,0.5618,1160
1813,-200,7,856,98,1163,93,1437,681,21.7,32.2,0.825,921
1814,,,,,,,,,,,,
1815,-200,10.5,996,76,876,53,1807,864,27.2,42.5,1.5135,1094
1816,-200,3.2,664,110,973,137,1503,644,27,48.3,1.6946,922
1817,-200,6.7,842,309,774,89,1296,882,12,80,1.1167,1100
1818,-200,5.3,781,177,806,124,985,631,26.5,16.4,0.5594,996
1819,-200,11.3,1026,-200,637,-200,1342,1150,12,60.8,0.852,1195
1820,-200,4.8,753,103,934,55,1496,865,21.9,67.1,1.7394,911
1821,-200,5.5,790,69,1047,67,1443,580,25.9,28.1,0.9258,1018
1822,535,15.4,1162,188,682,114,1915,1457,18,51.5,1.0552,1454
1823,-200,4,709,142,798,109,1120,884,9.8,61.2,0.7413,1024
1824,-200,6.6,838,117,1084,88,1547,694,23.7,36.8,1.0609,906
1825,-200,21.2,1330,676,535,193,1363,1725,11.4,28.7,0.3865,1294
1826,-200,45.2,1877,1389,347,255,2338,2465,15.5,62.8,1.0979,1956
1827,-200,18.5,1253,371,550,135,1807,1332,20.2,72.3,1.6893,1290
1828,-200,9.1,945,100,806,86,1697,964,24.6,44.9,1.3661,1031
1829,-200,0.5,437,-200,1941,-200,1227,334,19,49,1.063,708
1830,-200,20.2,1301,231,704,146,1952,1372,15.8,50.3,0.8989,1442
1831,-200,7,856,252,720,148,1010,975,8.2,41.8,0.4563,1083
1832,-200,12.8,1077,319,633,121,1705,1199,29.1,35.4,1.4008,1114
1833,-200,6.4,832,282,646,155,1253,1167,11.6,68.3,0.9314,1192
1834,-200,7.2,864,59,819,75,1544,644,40.5,23.3,1.7416,1013
1835,-200,13.1,1087,164,705,131,1738,1240,24,37.8,1.1125,1131
1836,-200,4.3,726,120,872,60,1371,892,19,70.3,1.5308,966
1837,-200,15.8,1172,563,474,184,1513,1726,21.4,38.7,0.9724,1421
1838,-200,7.3,868,80,1048,75,1599,687,27.6,35.1,1.2764,926
1839,-200,8.9,935,357,756,114,1301,1135,16.5,55.3,1.0267,1166
1840,251,13.4,1097,148,707,100,1763,1442,16.1,57.4,1.0451,1349
1841,394,18.3,1247,245,706,142,1887,1684,23.7,31,0.8968,1423
1842,-200,16,1179,511,545,69,1753,1294,18.2,72.8,1.5048,1268
1843,-200,13.1,1088,155,741,149,1640,1124,40.4,14.5,1.0736,1119
1844,-200,7.6,883,-200,942,-200,1625,925,10.3,79.4,0.9927,1070
1845,-200,48.2,1935,859,349,119,2643,1927,20.9,67.5,1.6539,1778
1846,-200,19.5,1283,193,610,174,1863,1400,34.3,24.2,1.2857,1263
1847,-200,20.6,1314,524,785,188,1538,1793,16.7,47.3,0.8883,1383
1848,-200,2.4,613,-200,1065,-200,1321,597,21.2,53.3,1.328,773
1849,-200,24.2,1408,710,471,151,1889,1664,20.7,55.5,1.3414,1458
1850,-200,4,711,220,893,115,935,893,6.4,43.8,0.423,1033
1851,-200,3.7,694,183,906,134,858,539,13.8,30.6,0.479,867
1852,-200,11.7,1040,168,809,105,1735,1373,17.1,47.9,0.9281,1495
1853,-200,3.3,671,79,1128,46,1153,700,13.6,57.6,0.8941,768
1854,-200,-200,-200,453,-200,152,-200,-200,-200,-200,-200,-200
1855,-200,5.4,782,228,705,100,1321,926,14.1,75.5,1.2065,1138
1856,183,13.5,1101,184,818,138,1710,1602,17.9,45.9,0.9342,1379
1857,-200,15.4,1161,402,606,137,1368,1442,13.3,50.9,0.7745,1226
1858,644,19.9,1295,230,639,115,1957,1489,13.2,61.1,0.9256,1580
1859,-200,16.1,1183,592,488,136,1626,1520,12.8,71.8,1.0551,1420
1860,-200,3.9,703,166,783,114,1070,646,12,53.3,0.7472,1028
1861,-200,6.7,845,115,1054,99,1539,704,12.4,64.9,0.9332,1182
1862,-200,0.4,429,57,1793,39,790,291,10.7,36,0.4623,667
1863,-200,6.4,832,-200,858,-200,1542,844,28.2,48.6,1.8253,1178
1864,-200,8.8,931,362,815,120,1011,976,18.3,19.5,0.4044,986
1865,-200,5.8,804,208,702,128,1105,615,18,35.4,0.7233,1083
1866,-200,5.2,771,193,733,122,1178,923,11.7,62.1,0.8535,1128
1867,-200,6.5,835,204,936,100,1338,700,28.4,28.3,1.0798,979
1868,88,3.7,694,61,1196,58,1343,727,8.7,64.3,0.7267,912
1869,-200,20.1,1299,199,519,95,2116,1602,24.5,48.3,1.4593,1306
1870,-200,6.9,853,135,796,92,1621,1023,23.1,48.8,1.3638,996
1871,-200,12.3,1060,245,705,118,1588,852,35.5,21.2,1.2022,1030
1872,-200,24.2,1408,294,595,166,2134,1473,30.2,29,1.2224,1297
1873,-200,11.5,1034,-200,995,-200,1586,958,27.1,24.2,0.856,1100
1874,-200,9.2,946,126,847,89,1729,945,25.2,45.2,1.4262,1086
1875,-200,28.8,1522,244,535,121,2450,1545,22.8,47.9,1.3156,1306
1876,-200,13.4,1098,365,882,153,1450,1009,34.9,18.4,1.0106,1110
1877,-200,10.4,992,147,959,119,1680,935,20.2,47.2,1.1043,1081
1878,-200,2.6,624,18,1074,33,1276,546,25.7,30.9,1.0048,797
1879,-200,6.8,850,70,857,77,1503,695,31.7,28.2,1.2962,969
1880,-200,2.9,643,163,914,124,1046,825,6.4,70.7,0.6848,961
1881,-200,15.2,1155,320,733,112,1660,1105,23.6,42.8,1.23,1140
1882,-200,4.5,739,47,1036,61,1382,694,21.2,37.6,0.9355,835
1883,-200,6.8,849,111,861,97,1559,804,31.7,31.5,1.4487,962
1884,-200,11.1,1020,109,802,103,1732,797,33.3,23.9,1.2085,1075
1885,-200,3.1,658,-200,1101,-200,1234,647,20.5,48.4,1.1557,886
1886,-200,10.8,1008,102,911,90,1561,921,28.4,23.6,0.8983,1051
1887,-200,9,940,255,689,73,1403,985,15.5,73.3,1.2845,1107
1888,481,17.3,1219,327,661,127,1804,1633,15,49.3,0.8364,1451
1889,-200,14.8,1144,188,565,81,1939,1433,28.5,48.5,1.8607,1238
1890,-200,7,856,65,894,62,1488,926,14.9,54.7,0.9203,998
1891,-200,14.1,1119,117,756,107,1811,902,32.4,25.7,1.2271,1090
1892,-200,5.7,800,200,819,106,1232,862,12.6,74.3,1.0843,1061
1893,-200,3.9,704,105,1472,69,1202,752,16,61.6,1.1127,1002
1894,284,13,1083,159,798,109,1833,1159,11.9,73.7,1.0254,1386
1895,-200,14.3,1126,349,617,123,1511,1267,15.5,60.7,1.0591,1155
1896,-200,2.2,601,87,974,80,920,925,3.9,65.5,0.5367,920
1897,470,14.1,1119,182,707,107,1823,1288,19.6,41.8,0.9407,1329
1898,-200,14.4,1130,117,655,115,1994,1246,30.5,42.3,1.8173,1216
1899,-200,5.4,782,225,846,113,992,1019,6.8,48.6,0.4822,1011
1900,-200,0.7,468,-200,1813,-200,1274,394,16.9,53.9,1.0309,842
1901,-200,2.8,640,40,1070,45,1293,595,23.7,46.7,1.3501,842
1902,294,13.9,1114,181,845,128,1551,1010,20.6,22.6,0.5432,1144
1903,68,3.8,701,68,1147,81,1323,692,15.1,44.6,0.7574,1053
1904,-200,3.5,685,24,1055,33,1331,451,39.2,20.2,1.4104,857
1905,-200,10.2,985,-200,758,-200,1465,1009,15.3,56.3,0.9684,1079
1906,-200,4.3,728,-200,1046,-200,1167,514,31.6,18,0.8243,880
1907,-200,6,812,53,982,71,1416,508,32.4,20.5,0.9806,855
1908,-200,6.5,834,47,793,47,1640,737,32.5,39.4,1.8982,1031
1909,-200,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349,924
1910,-200,14.2,1122,167,673,114,1840,1424,18.1,58.7,1.2072,1335
1911,-200,2.4,612,18,1054,27,1443,614,22.5,61.8,1.6654,785
1912,-200,22.3,1360,435,704,175,1768,1894,31.2,25.5,1.1379,1329
1913,-200,1.9,578,120,1160,68,1068,679,13.2,62.5,0.943,848
1914,-200,6.5,833,-200,1003,-200,1489,647,20,40.4,0.9354,964
1915,-200,2.6,629,104,1011,69,1114,682,12.3,62.7,0.8947,961
1916,-200,3.8,701,117,1955,76,1127,749,9.1,80,0.9299,900
1917,-200,7.2,864,-200,831,-200,1297,814,17.4,48.3,0.955,943
1918,-200,7.2,868,70,884,87,1435,700,41.1,13.1,1.0124,1012
1919,454,15.9,1176,167,748,135,1825,1347,22.9,33.8,0.9322,1341
1920,-200,1.4,537,46,1264,30,1315,551,20.4,71.2,1.6834,819
1921,157,8.8,931,124,869,84,1588,1011,15,53.1,0.8993,1112
1922,-200,16.8,1204,415,526,139,1401,1947,13.1,48,0.7181,1401
1923,-200,10.1,983,134,780,119,1643,1064,25.5,34,1.0935,1048
1924,-200,41.6,1805,-200,391,-200,2523,1882,26,43.9,1.4562,1694
1925,,,,,,,,,,,,
1926,-200,20,1296,640,527,88,1829,1341,15.7,76.4,1.3558,1328
1927,-200,2.9,644,-200,1260,-200,1410,685,10,79.6,0.98,878
1928,-200,2.3,604,-200,1090,-200,1317,625,23.7,38.6,1.1159,854
1929,-200,1.3,526,110,1169,94,771,722,0.8,52.8,0.3468,833
1930,-200,8.2,906,79,784,91,1561,1002,28.4,34.4,1.314,982
1931,-200,10.2,984,115,678,97,1826,902,21.5,78.4,1.9818,1124
1932,-200,17.4,1223,854,547,190,1381,1613,8.3,50.5,0.5558,1326
1933,-200,10.9,1011,108,867,116,1754,893,24.6,41.9,1.2752,1004
1934,-200,2.6,629,106,908,78,1129,835,12.3,68,0.9734,977
1935,-200,1.6,556,60,1035,46,1094,575,12.5,67.3,0.9743,929
1936,-200,22.8,1373,536,541,165,1797,1585,21.6,43.3,1.1019,1339
1937,-200,16.1,1183,133,738,111,1970,1079,26.6,37.9,1.2994,1157
1938,-200,9,940,86,683,89,1744,978,26.6,56.4,1.9349,1066
1939,-200,11.1,1018,367,599,181,1289,1167,19.9,33,0.7608,1248
1940,-200,9.4,955,214,845,94,1528,926,21.2,55.2,1.3699,997
1941,-200,5.1,767,71,1180,84,1466,657,18,51.4,1.0504,892
1942,-200,26.5,1466,540,458,169,2130,1703,25.8,46.9,1.5375,1629
1943,-200,5.5,789,61,816,70,1594,879,23.1,70.1,1.9582,971
1944,-200,13.9,1112,346,560,150,1492,1380,14.6,59.6,0.9824,1288
1945,-200,17.7,1231,460,520,117,1853,1415,21.6,67.7,1.7228,1413
1946,787,25.4,1439,271,618,168,2083,1723,19.4,42.5,0.9483,1693
1947,-200,13.5,1099,370,559,152,1504,1388,13.6,64,0.9891,1276
1948,-200,8.6,922,326,741,117,1273,1124,13.3,63.3,0.9597,1214
1949,-200,1.6,554,60,1207,45,1047,663,11.2,69,0.9159,858
1950,-200,7.1,863,350,826,198,923,979,3.7,33.9,0.2732,1049
1951,-200,20.9,1321,445,504,107,1799,1496,20.8,56.3,1.3664,1354
1952,-200,18.9,1267,-200,524,-200,1941,1662,31.4,34.5,1.5599,1311
1953,-200,-200,-200,812,-200,235,-200,-200,-200,-200,-200,-200
1954,-200,19.5,1282,450,498,95,1899,1554,26,48.2,1.598,1512
1955,-200,-200,-200,345,-200,194,-200,-200,-200,-200,-200,-200
1956,-200,4.6,744,219,1080,102,802,608,12.4,19.6,0.2797,784
1957,-200,7.1,860,118,768,62,1450,1212,20.2,65.8,1.535,1010
1958,-200,2.9,646,121,895,81,1053,818,6.9,70,0.6997,995
1959,-200,22.4,1362,920,775,214,1509,1956,12,45.9,0.6421,1422
1960,-200,15.2,1156,463,549,188,1582,1320,17.3,55.4,1.0836,1298
1961,-200,16.9,1206,455,515,186,1500,1677,14.9,49.9,0.8394,1380
1962,-200,14.2,1122,262,619,103,1602,1208,19.7,64.5,1.4594,1140
1963,-200,5.6,791,59,841,41,1493,789,22.2,53.9,1.4201,929
1964,-200,15.8,1173,266,608,101,1711,1195,20,63.3,1.4622,1150
1965,-200,5,763,41,949,54,1491,504,33.8,32.1,1.6596,926
1966,-200,14.9,1146,378,539,147,1523,1377,13.5,64.7,0.9971,1332
1967,-200,17.8,1234,527,501,184,1513,2020,11.2,70.8,0.9386,1651
1968,-200,14.6,1136,209,730,139,1869,1077,12.7,74.2,1.0863,1272
1969,-200,5.2,775,45,979,55,1258,512,37.3,15.4,0.9692,857
1970,-200,13,1084,157,727,116,1797,1108,17.7,56.3,1.13,1222
1971,-200,18.5,1253,289,815,155,1541,1381,28.3,9.9,0.3754,1153
1972,-200,16.5,1194,393,797,164,1599,1188,31.6,22.7,1.041,1211
1973,-200,21.8,1345,1028,459,230,1608,1961,8.9,71,0.8115,1579
1974,276,13.8,1111,176,818,122,1719,1013,13.6,54.6,0.8465,1225
1975,-200,2.3,609,46,1169,35,1256,590,19.3,57,1.2603,773
1976,-200,4,713,172,853,115,957,518,19.2,29.5,0.648,925
1977,258,19.6,1286,277,758,165,1922,1612,15.8,42.4,0.7569,1609
1978,-200,12,1049,206,749,142,1701,1137,32.8,25.2,1.2325,1108
1979,-200,17.2,1215,727,674,179,1196,1415,10.1,29.7,0.3666,1133
1980,64,4.4,734,76,1038,57,1470,861,13.3,67,1.0203,959
1981,44,2.4,615,57,1237,49,1322,790,10.2,66.6,0.8299,909
1982,-200,5,761,212,911,122,942,1044,3.3,58,0.4551,919
1983,-200,10.1,981,120,817,108,1631,1023,28.2,28.7,1.0806,1027
